year,month,latitude,upwelling_index,model
1988.0,8.0,42.0,0.872,gfdl
1988.0,8.0,43.0,0.642,gfdl
1988.0,8.0,44.0,0.406,gfdl
1988.0,8.0,45.0,0.343,gfdl
1988.0,8.0,46.0,0.258,gfdl
1988.0,8.0,47.0,0.216,gfdl
1988.0,9.0,31.0,0.304,gfdl
1988.0,9.0,32.0,0.295,gfdl
1988.0,9.0,33.0,0.349,gfdl
1988.0,9.0,34.0,0.492,gfdl
1988.0,9.0,35.0,0.993,gfdl
1988.0,9.0,36.0,0.647,gfdl
1988.0,9.0,37.0,0.595,gfdl
1988.0,9.0,38.0,0.813,gfdl
1988.0,9.0,39.0,1.119,gfdl
1988.0,9.0,40.0,0.972,gfdl
1988.0,9.0,41.0,0.875,gfdl
1988.0,9.0,42.0,0.859,gfdl
1988.0,9.0,43.0,0.648,gfdl
1988.0,9.0,44.0,0.368,gfdl
1988.0,9.0,45.0,0.325,gfdl
1988.0,9.0,46.0,0.216,gfdl
1988.0,9.0,47.0,0.224,gfdl
1988.0,10.0,31.0,0.163,gfdl
1988.0,10.0,32.0,0.143,gfdl
1988.0,10.0,33.0,0.134,gfdl
1988.0,10.0,34.0,0.132,gfdl
1988.0,10.0,35.0,0.417,gfdl
1988.0,10.0,36.0,0.223,gfdl
1988.0,10.0,37.0,0.216,gfdl
1988.0,10.0,38.0,0.299,gfdl
1988.0,10.0,39.0,0.525,gfdl
1988.0,10.0,40.0,0.379,gfdl
1988.0,10.0,41.0,0.311,gfdl
1988.0,10.0,42.0,0.238,gfdl
1988.0,10.0,43.0,0.288,gfdl
1988.0,10.0,44.0,0.182,gfdl
1988.0,10.0,45.0,0.178,gfdl
1988.0,10.0,46.0,0.044,gfdl
1988.0,10.0,47.0,0.022,gfdl
1988.0,11.0,31.0,0.471,gfdl
1988.0,11.0,32.0,0.476,gfdl
1988.0,11.0,33.0,0.722,gfdl
1988.0,11.0,34.0,0.688,gfdl
1988.0,11.0,35.0,1.173,gfdl
1988.0,11.0,36.0,0.848,gfdl
1988.0,11.0,37.0,0.619,gfdl
1988.0,11.0,38.0,0.467,gfdl
1988.0,11.0,39.0,0.563,gfdl
1988.0,11.0,40.0,0.308,gfdl
1988.0,11.0,41.0,-0.203,gfdl
1988.0,11.0,42.0,-0.377,gfdl
1988.0,11.0,43.0,-0.467,gfdl
1988.0,11.0,44.0,-0.425,gfdl
1988.0,11.0,45.0,-0.489,gfdl
1988.0,11.0,46.0,-0.123,gfdl
1988.0,11.0,47.0,-0.087,gfdl
1988.0,12.0,31.0,0.241,gfdl
1988.0,12.0,32.0,0.291,gfdl
1988.0,12.0,33.0,0.147,gfdl
1988.0,12.0,34.0,0.155,gfdl
1988.0,12.0,35.0,0.326,gfdl
1988.0,12.0,36.0,0.519,gfdl
1988.0,12.0,37.0,0.116,gfdl
1988.0,12.0,38.0,0.491,gfdl
1988.0,12.0,39.0,0.32,gfdl
1988.0,12.0,40.0,0.051,gfdl
1988.0,12.0,41.0,0.137,gfdl
1988.0,12.0,42.0,-0.013,gfdl
1988.0,12.0,43.0,0.1,gfdl
1988.0,12.0,44.0,-0.163,gfdl
1988.0,12.0,45.0,-0.098,gfdl
1988.0,12.0,46.0,-0.052,gfdl
1988.0,12.0,47.0,0.026,gfdl
1989.0,1.0,31.0,0.202,gfdl
1989.0,1.0,32.0,0.335,gfdl
1989.0,1.0,33.0,0.299,gfdl
1989.0,1.0,34.0,0.163,gfdl
1989.0,1.0,35.0,0.325,gfdl
1989.0,1.0,36.0,0.278,gfdl
1989.0,1.0,37.0,0.133,gfdl
1989.0,1.0,38.0,0.319,gfdl
1989.0,1.0,39.0,0.12,gfdl
1989.0,1.0,40.0,-0.196,gfdl
1989.0,1.0,41.0,-0.332,gfdl
1989.0,1.0,42.0,-0.261,gfdl
1989.0,1.0,43.0,-0.277,gfdl
1989.0,1.0,44.0,-0.381,gfdl
1989.0,1.0,45.0,-0.454,gfdl
1989.0,1.0,46.0,-0.161,gfdl
1989.0,1.0,47.0,-0.185,gfdl
1989.0,2.0,31.0,0.303,gfdl
1989.0,2.0,32.0,0.259,gfdl
1989.0,2.0,33.0,0.393,gfdl
1989.0,2.0,34.0,0.312,gfdl
1989.0,2.0,35.0,0.678,gfdl
1989.0,2.0,36.0,0.469,gfdl
1989.0,2.0,37.0,0.496,gfdl
1989.0,2.0,38.0,0.322,gfdl
1989.0,2.0,39.0,0.597,gfdl
1989.0,2.0,40.0,0.131,gfdl
1989.0,2.0,41.0,-0.138,gfdl
1989.0,2.0,42.0,-0.218,gfdl
1989.0,2.0,43.0,-0.26,gfdl
1989.0,2.0,44.0,-0.343,gfdl
1989.0,2.0,45.0,-0.435,gfdl
1989.0,2.0,46.0,-0.138,gfdl
1989.0,2.0,47.0,-0.164,gfdl
1989.0,3.0,31.0,0.586,gfdl
1989.0,3.0,32.0,0.429,gfdl
1989.0,3.0,33.0,0.615,gfdl
1989.0,3.0,34.0,0.65,gfdl
1989.0,3.0,35.0,1.181,gfdl
1989.0,3.0,36.0,1.189,gfdl
1989.0,3.0,37.0,0.729,gfdl
1989.0,3.0,38.0,0.599,gfdl
1989.0,3.0,39.0,0.807,gfdl
1989.0,3.0,40.0,0.752,gfdl
1989.0,3.0,41.0,0.324,gfdl
1989.0,3.0,42.0,0.189,gfdl
1989.0,3.0,43.0,0.164,gfdl
1989.0,3.0,44.0,-0.314,gfdl
1989.0,3.0,45.0,-0.206,gfdl
1989.0,3.0,46.0,-0.027,gfdl
1989.0,3.0,47.0,0.024,gfdl
1989.0,4.0,31.0,0.357,gfdl
1989.0,4.0,32.0,0.251,gfdl
1989.0,4.0,33.0,0.314,gfdl
1989.0,4.0,34.0,0.294,gfdl
1989.0,4.0,35.0,0.636,gfdl
1989.0,4.0,36.0,0.452,gfdl
1989.0,4.0,37.0,0.482,gfdl
1989.0,4.0,38.0,0.765,gfdl
1989.0,4.0,39.0,1.079,gfdl
1989.0,4.0,40.0,0.918,gfdl
1989.0,4.0,41.0,0.937,gfdl
1989.0,4.0,42.0,0.727,gfdl
1989.0,4.0,43.0,0.872,gfdl
1989.0,4.0,44.0,-0.092,gfdl
1989.0,4.0,45.0,0.241,gfdl
1989.0,4.0,46.0,0.099,gfdl
1989.0,4.0,47.0,0.141,gfdl
1989.0,5.0,31.0,0.53,gfdl
1989.0,5.0,32.0,0.46,gfdl
1989.0,5.0,33.0,0.529,gfdl
1989.0,5.0,34.0,0.876,gfdl
1989.0,5.0,35.0,1.893,gfdl
1989.0,5.0,36.0,1.483,gfdl
1989.0,5.0,37.0,1.391,gfdl
1989.0,5.0,38.0,1.65,gfdl
1989.0,5.0,39.0,2.403,gfdl
1989.0,5.0,40.0,1.44,gfdl
1989.0,5.0,41.0,0.97,gfdl
1989.0,5.0,42.0,0.809,gfdl
1989.0,5.0,43.0,0.665,gfdl
1989.0,5.0,44.0,0.099,gfdl
1989.0,5.0,45.0,0.255,gfdl
1989.0,5.0,46.0,0.168,gfdl
1989.0,5.0,47.0,0.169,gfdl
1989.0,6.0,31.0,0.496,gfdl
1989.0,6.0,32.0,0.365,gfdl
1989.0,6.0,33.0,0.311,gfdl
1989.0,6.0,34.0,0.484,gfdl
1989.0,6.0,35.0,1.204,gfdl
1989.0,6.0,36.0,0.745,gfdl
1989.0,6.0,37.0,0.843,gfdl
1989.0,6.0,38.0,1.27,gfdl
1989.0,6.0,39.0,2.209,gfdl
1989.0,6.0,40.0,1.617,gfdl
1989.0,6.0,41.0,1.247,gfdl
1989.0,6.0,42.0,1.341,gfdl
1989.0,6.0,43.0,1.264,gfdl
1989.0,6.0,44.0,0.61,gfdl
1989.0,6.0,45.0,0.658,gfdl
1989.0,6.0,46.0,0.471,gfdl
1989.0,6.0,47.0,0.426,gfdl
1989.0,7.0,31.0,0.496,gfdl
1989.0,7.0,32.0,0.425,gfdl
1989.0,7.0,33.0,0.382,gfdl
1989.0,7.0,34.0,0.659,gfdl
1989.0,7.0,35.0,1.519,gfdl
1989.0,7.0,36.0,1.164,gfdl
1989.0,7.0,37.0,0.96,gfdl
1989.0,7.0,38.0,1.169,gfdl
1989.0,7.0,39.0,2.04,gfdl
1989.0,7.0,40.0,1.847,gfdl
1989.0,7.0,41.0,1.314,gfdl
1989.0,7.0,42.0,1.185,gfdl
1989.0,7.0,43.0,0.975,gfdl
1989.0,7.0,44.0,0.684,gfdl
1989.0,7.0,45.0,0.717,gfdl
1989.0,7.0,46.0,0.529,gfdl
1989.0,7.0,47.0,0.413,gfdl
1989.0,8.0,31.0,0.287,gfdl
1989.0,8.0,32.0,0.327,gfdl
1989.0,8.0,33.0,0.281,gfdl
1989.0,8.0,34.0,0.336,gfdl
1989.0,8.0,35.0,0.769,gfdl
1989.0,8.0,36.0,0.481,gfdl
1989.0,8.0,37.0,0.498,gfdl
1989.0,8.0,38.0,0.642,gfdl
1989.0,8.0,39.0,1.035,gfdl
1989.0,8.0,40.0,1.031,gfdl
1989.0,8.0,41.0,0.941,gfdl
1989.0,8.0,42.0,1.019,gfdl
1989.0,8.0,43.0,0.681,gfdl
1989.0,8.0,44.0,0.449,gfdl
1989.0,8.0,45.0,0.43,gfdl
1989.0,8.0,46.0,0.378,gfdl
1989.0,8.0,47.0,0.289,gfdl
1989.0,9.0,31.0,0.328,gfdl
1989.0,9.0,32.0,0.202,gfdl
1989.0,9.0,33.0,0.321,gfdl
1989.0,9.0,34.0,0.306,gfdl
1989.0,9.0,35.0,0.637,gfdl
1989.0,9.0,36.0,0.415,gfdl
1989.0,9.0,37.0,0.29,gfdl
1989.0,9.0,38.0,0.32,gfdl
1989.0,9.0,39.0,0.498,gfdl
1989.0,9.0,40.0,0.504,gfdl
1989.0,9.0,41.0,0.452,gfdl
1989.0,9.0,42.0,0.432,gfdl
1989.0,9.0,43.0,0.493,gfdl
1989.0,9.0,44.0,0.255,gfdl
1989.0,9.0,45.0,0.287,gfdl
1989.0,9.0,46.0,0.249,gfdl
1989.0,9.0,47.0,0.193,gfdl
1989.0,10.0,31.0,0.306,gfdl
1989.0,10.0,32.0,0.483,gfdl
1989.0,10.0,33.0,0.341,gfdl
1989.0,10.0,34.0,0.517,gfdl
1989.0,10.0,35.0,0.972,gfdl
1989.0,10.0,36.0,0.724,gfdl
1989.0,10.0,37.0,0.738,gfdl
1989.0,10.0,38.0,0.738,gfdl
1989.0,10.0,39.0,1.117,gfdl
1989.0,10.0,40.0,0.504,gfdl
1989.0,10.0,41.0,0.196,gfdl
1989.0,10.0,42.0,0.028,gfdl
1989.0,10.0,43.0,0.005,gfdl
1989.0,10.0,44.0,-0.209,gfdl
1989.0,10.0,45.0,-0.252,gfdl
1989.0,10.0,46.0,-0.097,gfdl
1989.0,10.0,47.0,-0.115,gfdl
1989.0,11.0,31.0,0.137,gfdl
1989.0,11.0,32.0,0.211,gfdl
1989.0,11.0,33.0,0.137,gfdl
1989.0,11.0,34.0,0.331,gfdl
1989.0,11.0,35.0,0.787,gfdl
1989.0,11.0,36.0,0.259,gfdl
1989.0,11.0,37.0,0.253,gfdl
1989.0,11.0,38.0,0.553,gfdl
1989.0,11.0,39.0,0.767,gfdl
1989.0,11.0,40.0,0.149,gfdl
1989.0,11.0,41.0,0.029,gfdl
1989.0,11.0,42.0,-0.152,gfdl
1989.0,11.0,43.0,-0.147,gfdl
1989.0,11.0,44.0,-0.142,gfdl
1989.0,11.0,45.0,-0.31,gfdl
1989.0,11.0,46.0,-0.116,gfdl
1989.0,11.0,47.0,-0.117,gfdl
1989.0,12.0,31.0,0.3,gfdl
1989.0,12.0,32.0,0.335,gfdl
1989.0,12.0,33.0,0.332,gfdl
1989.0,12.0,34.0,0.41,gfdl
1989.0,12.0,35.0,0.845,gfdl
1989.0,12.0,36.0,0.271,gfdl
1989.0,12.0,37.0,0.09,gfdl
1989.0,12.0,38.0,0.197,gfdl
1989.0,12.0,39.0,0.522,gfdl
1989.0,12.0,40.0,0.173,gfdl
1989.0,12.0,41.0,-0.031,gfdl
1989.0,12.0,42.0,-0.256,gfdl
1989.0,12.0,43.0,-0.251,gfdl
1989.0,12.0,44.0,-0.416,gfdl
1989.0,12.0,45.0,-0.347,gfdl
1989.0,12.0,46.0,-0.144,gfdl
1989.0,12.0,47.0,-0.13,gfdl
1990.0,1.0,31.0,0.18,gfdl
1990.0,1.0,32.0,0.141,gfdl
1990.0,1.0,33.0,0.237,gfdl
1990.0,1.0,34.0,0.518,gfdl
1990.0,1.0,35.0,0.914,gfdl
1990.0,1.0,36.0,0.702,gfdl
1990.0,1.0,37.0,0.533,gfdl
1990.0,1.0,38.0,0.302,gfdl
1990.0,1.0,39.0,0.867,gfdl
1990.0,1.0,40.0,0.389,gfdl
1990.0,1.0,41.0,0.22,gfdl
1990.0,1.0,42.0,0.01,gfdl
1990.0,1.0,43.0,-0.088,gfdl
1990.0,1.0,44.0,-0.595,gfdl
1990.0,1.0,45.0,-0.445,gfdl
1990.0,1.0,46.0,-0.115,gfdl
1990.0,1.0,47.0,-0.057,gfdl
1990.0,2.0,31.0,0.095,gfdl
1990.0,2.0,32.0,0.204,gfdl
1990.0,2.0,33.0,0.581,gfdl
1990.0,2.0,34.0,0.523,gfdl
1990.0,2.0,35.0,0.583,gfdl
1990.0,2.0,36.0,0.314,gfdl
1990.0,2.0,37.0,0.366,gfdl
1990.0,2.0,38.0,0.187,gfdl
1990.0,2.0,39.0,0.73,gfdl
1990.0,2.0,40.0,0.75,gfdl
1990.0,2.0,41.0,0.481,gfdl
1990.0,2.0,42.0,0.594,gfdl
1990.0,2.0,43.0,0.65,gfdl
1990.0,2.0,44.0,-0.29,gfdl
1990.0,2.0,45.0,0.174,gfdl
1990.0,2.0,46.0,0.233,gfdl
1990.0,2.0,47.0,0.112,gfdl
1990.0,3.0,31.0,0.415,gfdl
1990.0,3.0,32.0,0.306,gfdl
1990.0,3.0,33.0,0.455,gfdl
1990.0,3.0,34.0,0.644,gfdl
1990.0,3.0,35.0,1.129,gfdl
1990.0,3.0,36.0,0.863,gfdl
1990.0,3.0,37.0,0.429,gfdl
1990.0,3.0,38.0,0.335,gfdl
1990.0,3.0,39.0,0.712,gfdl
1990.0,3.0,40.0,0.453,gfdl
1990.0,3.0,41.0,0.303,gfdl
1990.0,3.0,42.0,0.11,gfdl
1990.0,3.0,43.0,-0.05,gfdl
1990.0,3.0,44.0,-0.388,gfdl
1990.0,3.0,45.0,-0.458,gfdl
1990.0,3.0,46.0,-0.12,gfdl
1990.0,3.0,47.0,-0.155,gfdl
1990.0,4.0,31.0,0.545,gfdl
1990.0,4.0,32.0,0.555,gfdl
1990.0,4.0,33.0,0.785,gfdl
1990.0,4.0,34.0,1.083,gfdl
1990.0,4.0,35.0,1.912,gfdl
1990.0,4.0,36.0,1.707,gfdl
1990.0,4.0,37.0,1.059,gfdl
1990.0,4.0,38.0,0.886,gfdl
1990.0,4.0,39.0,1.312,gfdl
1990.0,4.0,40.0,0.585,gfdl
1990.0,4.0,41.0,0.253,gfdl
1990.0,4.0,42.0,0.057,gfdl
1990.0,4.0,43.0,-0.053,gfdl
1990.0,4.0,44.0,-0.289,gfdl
1990.0,4.0,45.0,-0.377,gfdl
1990.0,4.0,46.0,-0.113,gfdl
1990.0,4.0,47.0,-0.088,gfdl
1990.0,5.0,31.0,0.519,gfdl
1990.0,5.0,32.0,0.418,gfdl
1990.0,5.0,33.0,0.394,gfdl
1990.0,5.0,34.0,0.53,gfdl
1990.0,5.0,35.0,0.984,gfdl
1990.0,5.0,36.0,0.983,gfdl
1990.0,5.0,37.0,0.572,gfdl
1990.0,5.0,38.0,0.886,gfdl
1990.0,5.0,39.0,1.58,gfdl
1990.0,5.0,40.0,1.255,gfdl
1990.0,5.0,41.0,0.853,gfdl
1990.0,5.0,42.0,0.493,gfdl
1990.0,5.0,43.0,0.78,gfdl
1990.0,5.0,44.0,-0.069,gfdl
1990.0,5.0,45.0,0.086,gfdl
1990.0,5.0,46.0,0.025,gfdl
1990.0,5.0,47.0,0.054,gfdl
1990.0,6.0,31.0,0.363,gfdl
1990.0,6.0,32.0,0.402,gfdl
1990.0,6.0,33.0,0.396,gfdl
1990.0,6.0,34.0,0.723,gfdl
1990.0,6.0,35.0,1.655,gfdl
1990.0,6.0,36.0,1.439,gfdl
1990.0,6.0,37.0,1.403,gfdl
1990.0,6.0,38.0,1.981,gfdl
1990.0,6.0,39.0,2.641,gfdl
1990.0,6.0,40.0,2.183,gfdl
1990.0,6.0,41.0,1.805,gfdl
1990.0,6.0,42.0,1.779,gfdl
1990.0,6.0,43.0,1.59,gfdl
1990.0,6.0,44.0,0.72,gfdl
1990.0,6.0,45.0,0.856,gfdl
1990.0,6.0,46.0,0.604,gfdl
1990.0,6.0,47.0,0.513,gfdl
1990.0,7.0,31.0,0.36,gfdl
1990.0,7.0,32.0,0.267,gfdl
1990.0,7.0,33.0,0.338,gfdl
1990.0,7.0,34.0,0.482,gfdl
1990.0,7.0,35.0,0.971,gfdl
1990.0,7.0,36.0,0.615,gfdl
1990.0,7.0,37.0,0.605,gfdl
1990.0,7.0,38.0,1.047,gfdl
1990.0,7.0,39.0,1.52,gfdl
1990.0,7.0,40.0,1.321,gfdl
1990.0,7.0,41.0,1.018,gfdl
1990.0,7.0,42.0,1.076,gfdl
1990.0,7.0,43.0,0.819,gfdl
1990.0,7.0,44.0,0.565,gfdl
1990.0,7.0,45.0,0.555,gfdl
1990.0,7.0,46.0,0.446,gfdl
1990.0,7.0,47.0,0.372,gfdl
1990.0,8.0,31.0,0.245,gfdl
1990.0,8.0,32.0,0.322,gfdl
1990.0,8.0,33.0,0.311,gfdl
1990.0,8.0,34.0,0.455,gfdl
1990.0,8.0,35.0,1.018,gfdl
1990.0,8.0,36.0,0.817,gfdl
1990.0,8.0,37.0,0.717,gfdl
1990.0,8.0,38.0,1.046,gfdl
1990.0,8.0,39.0,1.502,gfdl
1990.0,8.0,40.0,1.283,gfdl
1990.0,8.0,41.0,0.998,gfdl
1990.0,8.0,42.0,0.818,gfdl
1990.0,8.0,43.0,0.446,gfdl
1990.0,8.0,44.0,0.251,gfdl
1990.0,8.0,45.0,0.205,gfdl
1990.0,8.0,46.0,0.132,gfdl
1990.0,8.0,47.0,0.115,gfdl
1990.0,9.0,31.0,0.202,gfdl
1990.0,9.0,32.0,0.293,gfdl
1990.0,9.0,33.0,0.309,gfdl
1990.0,9.0,34.0,0.369,gfdl
1990.0,9.0,35.0,0.816,gfdl
1990.0,9.0,36.0,0.553,gfdl
1990.0,9.0,37.0,0.386,gfdl
1990.0,9.0,38.0,0.54,gfdl
1990.0,9.0,39.0,0.886,gfdl
1990.0,9.0,40.0,0.827,gfdl
1990.0,9.0,41.0,0.843,gfdl
1990.0,9.0,42.0,0.895,gfdl
1990.0,9.0,43.0,0.77,gfdl
1990.0,9.0,44.0,0.581,gfdl
1990.0,9.0,45.0,0.587,gfdl
1990.0,9.0,46.0,0.465,gfdl
1990.0,9.0,47.0,0.299,gfdl
1990.0,10.0,31.0,0.188,gfdl
1990.0,10.0,32.0,0.139,gfdl
1990.0,10.0,33.0,0.213,gfdl
1990.0,10.0,34.0,0.32,gfdl
1990.0,10.0,35.0,0.848,gfdl
1990.0,10.0,36.0,0.641,gfdl
1990.0,10.0,37.0,0.512,gfdl
1990.0,10.0,38.0,0.587,gfdl
1990.0,10.0,39.0,0.865,gfdl
1990.0,10.0,40.0,0.744,gfdl
1990.0,10.0,41.0,0.607,gfdl
1990.0,10.0,42.0,0.589,gfdl
1990.0,10.0,43.0,0.446,gfdl
1990.0,10.0,44.0,0.206,gfdl
1990.0,10.0,45.0,0.248,gfdl
1990.0,10.0,46.0,0.141,gfdl
1990.0,10.0,47.0,0.201,gfdl
1990.0,11.0,31.0,0.109,gfdl
1990.0,11.0,32.0,0.126,gfdl
1990.0,11.0,33.0,0.308,gfdl
1990.0,11.0,34.0,0.331,gfdl
1990.0,11.0,35.0,0.56,gfdl
1990.0,11.0,36.0,0.255,gfdl
1990.0,11.0,37.0,0.279,gfdl
1990.0,11.0,38.0,0.248,gfdl
1990.0,11.0,39.0,0.446,gfdl
1990.0,11.0,40.0,0.114,gfdl
1990.0,11.0,41.0,-0.058,gfdl
1990.0,11.0,42.0,0.044,gfdl
1990.0,11.0,43.0,0.057,gfdl
1990.0,11.0,44.0,-0.016,gfdl
1990.0,11.0,45.0,0.08,gfdl
1990.0,11.0,46.0,0.129,gfdl
1990.0,11.0,47.0,0.071,gfdl
1990.0,12.0,31.0,0.168,gfdl
1990.0,12.0,32.0,0.141,gfdl
1990.0,12.0,33.0,0.3,gfdl
1990.0,12.0,34.0,0.192,gfdl
1990.0,12.0,35.0,0.461,gfdl
1990.0,12.0,36.0,0.064,gfdl
1990.0,12.0,37.0,-0.121,gfdl
1990.0,12.0,38.0,0.077,gfdl
1990.0,12.0,39.0,0.04,gfdl
1990.0,12.0,40.0,-0.402,gfdl
1990.0,12.0,41.0,-0.614,gfdl
1990.0,12.0,42.0,-0.793,gfdl
1990.0,12.0,43.0,-0.738,gfdl
1990.0,12.0,44.0,-0.576,gfdl
1990.0,12.0,45.0,-0.931,gfdl
1990.0,12.0,46.0,-0.483,gfdl
1990.0,12.0,47.0,-0.446,gfdl
1991.0,1.0,31.0,0.243,gfdl
1991.0,1.0,32.0,0.102,gfdl
1991.0,1.0,33.0,0.099,gfdl
1991.0,1.0,34.0,0.038,gfdl
1991.0,1.0,35.0,0.185,gfdl
1991.0,1.0,36.0,0.03,gfdl
1991.0,1.0,37.0,-0.04,gfdl
1991.0,1.0,38.0,-0.125,gfdl
1991.0,1.0,39.0,-0.054,gfdl
1991.0,1.0,40.0,-0.905,gfdl
1991.0,1.0,41.0,-1.128,gfdl
1991.0,1.0,42.0,-1.604,gfdl
1991.0,1.0,43.0,-1.637,gfdl
1991.0,1.0,44.0,-0.999,gfdl
1991.0,1.0,45.0,-1.512,gfdl
1991.0,1.0,46.0,-0.866,gfdl
1991.0,1.0,47.0,-0.826,gfdl
1991.0,2.0,31.0,0.184,gfdl
1991.0,2.0,32.0,0.143,gfdl
1991.0,2.0,33.0,0.447,gfdl
1991.0,2.0,34.0,0.123,gfdl
1991.0,2.0,35.0,0.289,gfdl
1991.0,2.0,36.0,0.269,gfdl
1991.0,2.0,37.0,0.409,gfdl
1991.0,2.0,38.0,0.157,gfdl
1991.0,2.0,39.0,0.28,gfdl
1991.0,2.0,40.0,-0.181,gfdl
1991.0,2.0,41.0,-0.499,gfdl
1991.0,2.0,42.0,-0.649,gfdl
1991.0,2.0,43.0,-0.64,gfdl
1991.0,2.0,44.0,-0.59,gfdl
1991.0,2.0,45.0,-0.706,gfdl
1991.0,2.0,46.0,-0.342,gfdl
1991.0,2.0,47.0,-0.351,gfdl
1991.0,3.0,31.0,0.189,gfdl
1991.0,3.0,32.0,0.251,gfdl
1991.0,3.0,33.0,0.491,gfdl
1991.0,3.0,34.0,0.489,gfdl
1991.0,3.0,35.0,0.897,gfdl
1991.0,3.0,36.0,0.527,gfdl
1991.0,3.0,37.0,0.562,gfdl
1991.0,3.0,38.0,0.548,gfdl
1991.0,3.0,39.0,1.063,gfdl
1991.0,3.0,40.0,0.434,gfdl
1991.0,3.0,41.0,-0.054,gfdl
1991.0,3.0,42.0,-0.159,gfdl
1991.0,3.0,43.0,-0.115,gfdl
1991.0,3.0,44.0,-0.263,gfdl
1991.0,3.0,45.0,-0.366,gfdl
1991.0,3.0,46.0,-0.118,gfdl
1991.0,3.0,47.0,-0.03,gfdl
1991.0,4.0,31.0,0.592,gfdl
1991.0,4.0,32.0,0.373,gfdl
1991.0,4.0,33.0,0.498,gfdl
1991.0,4.0,34.0,0.609,gfdl
1991.0,4.0,35.0,1.288,gfdl
1991.0,4.0,36.0,0.912,gfdl
1991.0,4.0,37.0,0.915,gfdl
1991.0,4.0,38.0,0.872,gfdl
1991.0,4.0,39.0,0.823,gfdl
1991.0,4.0,40.0,0.475,gfdl
1991.0,4.0,41.0,0.226,gfdl
1991.0,4.0,42.0,0.116,gfdl
1991.0,4.0,43.0,-0.1,gfdl
1991.0,4.0,44.0,-0.565,gfdl
1991.0,4.0,45.0,-0.501,gfdl
1991.0,4.0,46.0,-0.191,gfdl
1991.0,4.0,47.0,-0.108,gfdl
1991.0,5.0,31.0,0.647,gfdl
1991.0,5.0,32.0,0.466,gfdl
1991.0,5.0,33.0,0.797,gfdl
1991.0,5.0,34.0,1.029,gfdl
1991.0,5.0,35.0,1.748,gfdl
1991.0,5.0,36.0,1.441,gfdl
1991.0,5.0,37.0,1.548,gfdl
1991.0,5.0,38.0,1.379,gfdl
1991.0,5.0,39.0,1.853,gfdl
1991.0,5.0,40.0,1.304,gfdl
1991.0,5.0,41.0,0.995,gfdl
1991.0,5.0,42.0,0.883,gfdl
1991.0,5.0,43.0,0.911,gfdl
1991.0,5.0,44.0,0.022,gfdl
1991.0,5.0,45.0,0.196,gfdl
1991.0,5.0,46.0,0.155,gfdl
1991.0,5.0,47.0,0.162,gfdl
1991.0,6.0,31.0,0.413,gfdl
1991.0,6.0,32.0,0.325,gfdl
1991.0,6.0,33.0,0.342,gfdl
1991.0,6.0,34.0,0.448,gfdl
1991.0,6.0,35.0,1.108,gfdl
1991.0,6.0,36.0,0.843,gfdl
1991.0,6.0,37.0,0.725,gfdl
1991.0,6.0,38.0,0.93,gfdl
1991.0,6.0,39.0,1.399,gfdl
1991.0,6.0,40.0,1.049,gfdl
1991.0,6.0,41.0,0.878,gfdl
1991.0,6.0,42.0,1.005,gfdl
1991.0,6.0,43.0,0.903,gfdl
1991.0,6.0,44.0,0.286,gfdl
1991.0,6.0,45.0,0.488,gfdl
1991.0,6.0,46.0,0.302,gfdl
1991.0,6.0,47.0,0.261,gfdl
1991.0,7.0,31.0,0.289,gfdl
1991.0,7.0,32.0,0.243,gfdl
1991.0,7.0,33.0,0.28,gfdl
1991.0,7.0,34.0,0.406,gfdl
1991.0,7.0,35.0,0.877,gfdl
1991.0,7.0,36.0,0.662,gfdl
1991.0,7.0,37.0,0.699,gfdl
1991.0,7.0,38.0,1.191,gfdl
1991.0,7.0,39.0,1.758,gfdl
1991.0,7.0,40.0,1.722,gfdl
1991.0,7.0,41.0,1.591,gfdl
1991.0,7.0,42.0,1.658,gfdl
1991.0,7.0,43.0,1.408,gfdl
1991.0,7.0,44.0,0.816,gfdl
1991.0,7.0,45.0,0.852,gfdl
1991.0,7.0,46.0,0.607,gfdl
1991.0,7.0,47.0,0.511,gfdl
1991.0,8.0,31.0,0.439,gfdl
1991.0,8.0,32.0,0.366,gfdl
1991.0,8.0,33.0,0.443,gfdl
1991.0,8.0,34.0,0.643,gfdl
1991.0,8.0,35.0,1.329,gfdl
1991.0,8.0,36.0,0.889,gfdl
1991.0,8.0,37.0,0.707,gfdl
1991.0,8.0,38.0,0.863,gfdl
1991.0,8.0,39.0,1.347,gfdl
1991.0,8.0,40.0,1.391,gfdl
1991.0,8.0,41.0,1.048,gfdl
1991.0,8.0,42.0,0.989,gfdl
1991.0,8.0,43.0,0.687,gfdl
1991.0,8.0,44.0,0.215,gfdl
1991.0,8.0,45.0,0.218,gfdl
1991.0,8.0,46.0,0.211,gfdl
1991.0,8.0,47.0,0.205,gfdl
1991.0,9.0,31.0,0.426,gfdl
1991.0,9.0,32.0,0.371,gfdl
1991.0,9.0,33.0,0.395,gfdl
1991.0,9.0,34.0,0.331,gfdl
1991.0,9.0,35.0,0.589,gfdl
1991.0,9.0,36.0,0.399,gfdl
1991.0,9.0,37.0,0.401,gfdl
1991.0,9.0,38.0,0.687,gfdl
1991.0,9.0,39.0,1.138,gfdl
1991.0,9.0,40.0,1.277,gfdl
1991.0,9.0,41.0,1.241,gfdl
1991.0,9.0,42.0,1.194,gfdl
