year,month,latitude,upwelling_index,model
2016.0,10.0,40.0,0.283,hadl
2016.0,10.0,41.0,0.259,hadl
2016.0,10.0,42.0,0.293,hadl
2016.0,10.0,43.0,0.232,hadl
2016.0,10.0,44.0,0.208,hadl
2016.0,10.0,45.0,0.094,hadl
2016.0,10.0,46.0,0.148,hadl
2016.0,10.0,47.0,0.051,hadl
2016.0,11.0,31.0,0.338,hadl
2016.0,11.0,32.0,0.236,hadl
2016.0,11.0,33.0,0.388,hadl
2016.0,11.0,34.0,0.453,hadl
2016.0,11.0,35.0,0.967,hadl
2016.0,11.0,36.0,0.499,hadl
2016.0,11.0,37.0,0.519,hadl
2016.0,11.0,38.0,0.422,hadl
2016.0,11.0,39.0,0.557,hadl
2016.0,11.0,40.0,0.278,hadl
2016.0,11.0,41.0,-0.114,hadl
2016.0,11.0,42.0,-0.253,hadl
2016.0,11.0,43.0,-0.537,hadl
2016.0,11.0,44.0,-0.582,hadl
2016.0,11.0,45.0,-0.662,hadl
2016.0,11.0,46.0,-0.288,hadl
2016.0,11.0,47.0,-0.201,hadl
2016.0,12.0,31.0,0.234,hadl
2016.0,12.0,32.0,0.091,hadl
2016.0,12.0,33.0,0.287,hadl
2016.0,12.0,34.0,0.042,hadl
2016.0,12.0,35.0,0.014,hadl
2016.0,12.0,36.0,-0.046,hadl
2016.0,12.0,37.0,-0.27,hadl
2016.0,12.0,38.0,0.065,hadl
2016.0,12.0,39.0,0.092,hadl
2016.0,12.0,40.0,-0.273,hadl
2016.0,12.0,41.0,-0.392,hadl
2016.0,12.0,42.0,-0.313,hadl
2016.0,12.0,43.0,-0.338,hadl
2016.0,12.0,44.0,-0.306,hadl
2016.0,12.0,45.0,-0.434,hadl
2016.0,12.0,46.0,-0.185,hadl
2016.0,12.0,47.0,-0.231,hadl
2017.0,1.0,31.0,0.13,hadl
2017.0,1.0,32.0,0.007,hadl
2017.0,1.0,33.0,0.184,hadl
2017.0,1.0,34.0,0.064,hadl
2017.0,1.0,35.0,0.227,hadl
2017.0,1.0,36.0,0.476,hadl
2017.0,1.0,37.0,-0.333,hadl
2017.0,1.0,38.0,-0.177,hadl
2017.0,1.0,39.0,0.109,hadl
2017.0,1.0,40.0,-0.054,hadl
2017.0,1.0,41.0,-0.63,hadl
2017.0,1.0,42.0,-0.624,hadl
2017.0,1.0,43.0,-0.619,hadl
2017.0,1.0,44.0,-0.566,hadl
2017.0,1.0,45.0,-0.638,hadl
2017.0,1.0,46.0,-0.343,hadl
2017.0,1.0,47.0,-0.396,hadl
2017.0,2.0,31.0,0.281,hadl
2017.0,2.0,32.0,0.186,hadl
2017.0,2.0,33.0,0.264,hadl
2017.0,2.0,34.0,0.157,hadl
2017.0,2.0,35.0,0.468,hadl
2017.0,2.0,36.0,0.858,hadl
2017.0,2.0,37.0,0.121,hadl
2017.0,2.0,38.0,0.044,hadl
2017.0,2.0,39.0,0.624,hadl
2017.0,2.0,40.0,0.253,hadl
2017.0,2.0,41.0,0.06,hadl
2017.0,2.0,42.0,-0.116,hadl
2017.0,2.0,43.0,-0.128,hadl
2017.0,2.0,44.0,-0.262,hadl
2017.0,2.0,45.0,-0.029,hadl
2017.0,2.0,46.0,0.06,hadl
2017.0,2.0,47.0,0.054,hadl
2017.0,3.0,31.0,0.341,hadl
2017.0,3.0,32.0,0.246,hadl
2017.0,3.0,33.0,0.381,hadl
2017.0,3.0,34.0,0.364,hadl
2017.0,3.0,35.0,0.945,hadl
2017.0,3.0,36.0,0.847,hadl
2017.0,3.0,37.0,0.502,hadl
2017.0,3.0,38.0,0.446,hadl
2017.0,3.0,39.0,0.941,hadl
2017.0,3.0,40.0,0.461,hadl
2017.0,3.0,41.0,0.172,hadl
2017.0,3.0,42.0,0.018,hadl
2017.0,3.0,43.0,0.043,hadl
2017.0,3.0,44.0,-0.324,hadl
2017.0,3.0,45.0,-0.21,hadl
2017.0,3.0,46.0,0.037,hadl
2017.0,3.0,47.0,0.036,hadl
2017.0,4.0,31.0,0.629,hadl
2017.0,4.0,32.0,0.564,hadl
2017.0,4.0,33.0,0.765,hadl
2017.0,4.0,34.0,0.712,hadl
2017.0,4.0,35.0,1.177,hadl
2017.0,4.0,36.0,0.909,hadl
2017.0,4.0,37.0,0.989,hadl
2017.0,4.0,38.0,0.877,hadl
2017.0,4.0,39.0,1.288,hadl
2017.0,4.0,40.0,1.038,hadl
2017.0,4.0,41.0,0.893,hadl
2017.0,4.0,42.0,0.696,hadl
2017.0,4.0,43.0,0.677,hadl
2017.0,4.0,44.0,-0.257,hadl
2017.0,4.0,45.0,0.06,hadl
2017.0,4.0,46.0,0.036,hadl
2017.0,4.0,47.0,0.046,hadl
2017.0,5.0,31.0,0.503,hadl
2017.0,5.0,32.0,0.449,hadl
2017.0,5.0,33.0,0.627,hadl
2017.0,5.0,34.0,0.778,hadl
2017.0,5.0,35.0,1.621,hadl
2017.0,5.0,36.0,1.472,hadl
2017.0,5.0,37.0,1.127,hadl
2017.0,5.0,38.0,1.551,hadl
2017.0,5.0,39.0,1.956,hadl
2017.0,5.0,40.0,1.288,hadl
2017.0,5.0,41.0,0.899,hadl
2017.0,5.0,42.0,0.764,hadl
2017.0,5.0,43.0,0.753,hadl
2017.0,5.0,44.0,0.092,hadl
2017.0,5.0,45.0,0.245,hadl
2017.0,5.0,46.0,0.179,hadl
2017.0,5.0,47.0,0.184,hadl
2017.0,6.0,31.0,0.396,hadl
2017.0,6.0,32.0,0.3,hadl
2017.0,6.0,33.0,0.298,hadl
2017.0,6.0,34.0,0.425,hadl
2017.0,6.0,35.0,1.121,hadl
2017.0,6.0,36.0,0.858,hadl
2017.0,6.0,37.0,0.798,hadl
2017.0,6.0,38.0,0.91,hadl
2017.0,6.0,39.0,1.594,hadl
2017.0,6.0,40.0,1.247,hadl
2017.0,6.0,41.0,1.12,hadl
2017.0,6.0,42.0,1.304,hadl
2017.0,6.0,43.0,1.11,hadl
2017.0,6.0,44.0,0.658,hadl
2017.0,6.0,45.0,0.69,hadl
2017.0,6.0,46.0,0.478,hadl
2017.0,6.0,47.0,0.409,hadl
2017.0,7.0,31.0,0.358,hadl
2017.0,7.0,32.0,0.255,hadl
2017.0,7.0,33.0,0.332,hadl
2017.0,7.0,34.0,0.548,hadl
2017.0,7.0,35.0,1.338,hadl
2017.0,7.0,36.0,1.35,hadl
2017.0,7.0,37.0,1.074,hadl
2017.0,7.0,38.0,1.147,hadl
2017.0,7.0,39.0,1.914,hadl
2017.0,7.0,40.0,1.609,hadl
2017.0,7.0,41.0,1.152,hadl
2017.0,7.0,42.0,0.992,hadl
2017.0,7.0,43.0,0.965,hadl
2017.0,7.0,44.0,0.589,hadl
2017.0,7.0,45.0,0.692,hadl
2017.0,7.0,46.0,0.572,hadl
2017.0,7.0,47.0,0.432,hadl
2017.0,8.0,31.0,0.314,hadl
2017.0,8.0,32.0,0.258,hadl
2017.0,8.0,33.0,0.357,hadl
2017.0,8.0,34.0,0.384,hadl
2017.0,8.0,35.0,0.707,hadl
2017.0,8.0,36.0,0.646,hadl
2017.0,8.0,37.0,0.599,hadl
2017.0,8.0,38.0,0.649,hadl
2017.0,8.0,39.0,1.025,hadl
2017.0,8.0,40.0,1.018,hadl
2017.0,8.0,41.0,0.848,hadl
2017.0,8.0,42.0,0.822,hadl
2017.0,8.0,43.0,0.633,hadl
2017.0,8.0,44.0,0.451,hadl
2017.0,8.0,45.0,0.467,hadl
2017.0,8.0,46.0,0.395,hadl
2017.0,8.0,47.0,0.354,hadl
2017.0,9.0,31.0,0.403,hadl
2017.0,9.0,32.0,0.304,hadl
2017.0,9.0,33.0,0.441,hadl
2017.0,9.0,34.0,0.366,hadl
2017.0,9.0,35.0,0.66,hadl
2017.0,9.0,36.0,0.513,hadl
2017.0,9.0,37.0,0.511,hadl
2017.0,9.0,38.0,0.55,hadl
2017.0,9.0,39.0,0.717,hadl
2017.0,9.0,40.0,0.834,hadl
2017.0,9.0,41.0,0.79,hadl
2017.0,9.0,42.0,0.769,hadl
2017.0,9.0,43.0,0.66,hadl
2017.0,9.0,44.0,0.461,hadl
2017.0,9.0,45.0,0.481,hadl
2017.0,9.0,46.0,0.391,hadl
2017.0,9.0,47.0,0.338,hadl
2017.0,10.0,31.0,0.3,hadl
2017.0,10.0,32.0,0.263,hadl
2017.0,10.0,33.0,0.297,hadl
2017.0,10.0,34.0,0.265,hadl
2017.0,10.0,35.0,0.79,hadl
2017.0,10.0,36.0,0.678,hadl
2017.0,10.0,37.0,1.074,hadl
2017.0,10.0,38.0,1.242,hadl
2017.0,10.0,39.0,1.719,hadl
2017.0,10.0,40.0,1.218,hadl
2017.0,10.0,41.0,0.885,hadl
2017.0,10.0,42.0,0.623,hadl
2017.0,10.0,43.0,0.468,hadl
2017.0,10.0,44.0,0.102,hadl
2017.0,10.0,45.0,0.021,hadl
2017.0,10.0,46.0,-0.002,hadl
2017.0,10.0,47.0,-0.015,hadl
2017.0,11.0,31.0,0.029,hadl
2017.0,11.0,32.0,0.067,hadl
2017.0,11.0,33.0,0.108,hadl
2017.0,11.0,34.0,0.152,hadl
2017.0,11.0,35.0,0.594,hadl
2017.0,11.0,36.0,0.405,hadl
2017.0,11.0,37.0,0.612,hadl
2017.0,11.0,38.0,0.975,hadl
2017.0,11.0,39.0,1.24,hadl
2017.0,11.0,40.0,1.102,hadl
2017.0,11.0,41.0,0.948,hadl
2017.0,11.0,42.0,0.466,hadl
2017.0,11.0,43.0,0.637,hadl
2017.0,11.0,44.0,0.131,hadl
2017.0,11.0,45.0,0.361,hadl
2017.0,11.0,46.0,0.193,hadl
2017.0,11.0,47.0,0.164,hadl
2017.0,12.0,31.0,0.013,hadl
2017.0,12.0,32.0,-0.006,hadl
2017.0,12.0,33.0,0.005,hadl
2017.0,12.0,34.0,-0.029,hadl
2017.0,12.0,35.0,0.124,hadl
2017.0,12.0,36.0,-0.067,hadl
2017.0,12.0,37.0,-0.325,hadl
2017.0,12.0,38.0,-0.088,hadl
2017.0,12.0,39.0,0.154,hadl
2017.0,12.0,40.0,0.112,hadl
2017.0,12.0,41.0,-0.32,hadl
2017.0,12.0,42.0,-0.496,hadl
2017.0,12.0,43.0,-0.434,hadl
2017.0,12.0,44.0,-0.202,hadl
2017.0,12.0,45.0,-0.402,hadl
2017.0,12.0,46.0,-0.186,hadl
2017.0,12.0,47.0,-0.237,hadl
2018.0,1.0,31.0,0.226,hadl
2018.0,1.0,32.0,0.12,hadl
2018.0,1.0,33.0,0.306,hadl
2018.0,1.0,34.0,0.138,hadl
2018.0,1.0,35.0,0.55,hadl
2018.0,1.0,36.0,0.103,hadl
2018.0,1.0,37.0,0.115,hadl
2018.0,1.0,38.0,-0.094,hadl
2018.0,1.0,39.0,0.05,hadl
2018.0,1.0,40.0,-0.412,hadl
2018.0,1.0,41.0,-1.055,hadl
2018.0,1.0,42.0,-1.219,hadl
2018.0,1.0,43.0,-1.151,hadl
2018.0,1.0,44.0,-0.675,hadl
2018.0,1.0,45.0,-1.375,hadl
2018.0,1.0,46.0,-0.716,hadl
2018.0,1.0,47.0,-0.637,hadl
2018.0,2.0,31.0,0.185,hadl
2018.0,2.0,32.0,0.212,hadl
2018.0,2.0,33.0,0.59,hadl
2018.0,2.0,34.0,0.339,hadl
2018.0,2.0,35.0,0.521,hadl
2018.0,2.0,36.0,0.259,hadl
2018.0,2.0,37.0,0.225,hadl
2018.0,2.0,38.0,0.263,hadl
2018.0,2.0,39.0,0.418,hadl
2018.0,2.0,40.0,0.36,hadl
2018.0,2.0,41.0,-0.021,hadl
2018.0,2.0,42.0,-0.022,hadl
2018.0,2.0,43.0,-0.161,hadl
2018.0,2.0,44.0,-0.114,hadl
2018.0,2.0,45.0,-0.149,hadl
2018.0,2.0,46.0,-0.157,hadl
2018.0,2.0,47.0,-0.201,hadl
2018.0,3.0,31.0,0.441,hadl
2018.0,3.0,32.0,0.447,hadl
2018.0,3.0,33.0,0.573,hadl
2018.0,3.0,34.0,0.461,hadl
2018.0,3.0,35.0,0.769,hadl
2018.0,3.0,36.0,0.506,hadl
2018.0,3.0,37.0,0.342,hadl
2018.0,3.0,38.0,0.353,hadl
2018.0,3.0,39.0,0.451,hadl
2018.0,3.0,40.0,0.184,hadl
2018.0,3.0,41.0,-0.067,hadl
2018.0,3.0,42.0,-0.119,hadl
2018.0,3.0,43.0,-0.116,hadl
2018.0,3.0,44.0,-0.265,hadl
2018.0,3.0,45.0,-0.346,hadl
2018.0,3.0,46.0,-0.188,hadl
2018.0,3.0,47.0,-0.133,hadl
2018.0,4.0,31.0,0.472,hadl
2018.0,4.0,32.0,0.507,hadl
2018.0,4.0,33.0,0.629,hadl
2018.0,4.0,34.0,0.86,hadl
2018.0,4.0,35.0,1.97,hadl
2018.0,4.0,36.0,1.672,hadl
2018.0,4.0,37.0,1.703,hadl
2018.0,4.0,38.0,1.585,hadl
2018.0,4.0,39.0,1.765,hadl
2018.0,4.0,40.0,0.986,hadl
2018.0,4.0,41.0,0.562,hadl
2018.0,4.0,42.0,0.509,hadl
2018.0,4.0,43.0,0.335,hadl
2018.0,4.0,44.0,-0.221,hadl
2018.0,4.0,45.0,-0.078,hadl
2018.0,4.0,46.0,0.008,hadl
2018.0,4.0,47.0,0.061,hadl
2018.0,5.0,31.0,0.459,hadl
2018.0,5.0,32.0,0.32,hadl
2018.0,5.0,33.0,0.397,hadl
2018.0,5.0,34.0,0.421,hadl
2018.0,5.0,35.0,0.825,hadl
2018.0,5.0,36.0,0.846,hadl
2018.0,5.0,37.0,0.947,hadl
2018.0,5.0,38.0,1.717,hadl
2018.0,5.0,39.0,2.127,hadl
2018.0,5.0,40.0,1.889,hadl
2018.0,5.0,41.0,1.474,hadl
2018.0,5.0,42.0,1.12,hadl
2018.0,5.0,43.0,1.277,hadl
2018.0,5.0,44.0,0.135,hadl
2018.0,5.0,45.0,0.332,hadl
2018.0,5.0,46.0,0.187,hadl
2018.0,5.0,47.0,0.154,hadl
2018.0,6.0,31.0,0.454,hadl
2018.0,6.0,32.0,0.317,hadl
2018.0,6.0,33.0,0.376,hadl
2018.0,6.0,34.0,0.589,hadl
2018.0,6.0,35.0,1.213,hadl
2018.0,6.0,36.0,0.945,hadl
2018.0,6.0,37.0,0.762,hadl
2018.0,6.0,38.0,1.173,hadl
2018.0,6.0,39.0,1.675,hadl
2018.0,6.0,40.0,0.982,hadl
2018.0,6.0,41.0,0.857,hadl
2018.0,6.0,42.0,0.892,hadl
2018.0,6.0,43.0,0.797,hadl
2018.0,6.0,44.0,0.443,hadl
2018.0,6.0,45.0,0.434,hadl
2018.0,6.0,46.0,0.287,hadl
2018.0,6.0,47.0,0.184,hadl
2018.0,7.0,31.0,0.359,hadl
2018.0,7.0,32.0,0.388,hadl
2018.0,7.0,33.0,0.346,hadl
2018.0,7.0,34.0,0.515,hadl
2018.0,7.0,35.0,1.081,hadl
2018.0,7.0,36.0,0.739,hadl
2018.0,7.0,37.0,0.667,hadl
2018.0,7.0,38.0,0.881,hadl
2018.0,7.0,39.0,1.467,hadl
2018.0,7.0,40.0,1.309,hadl
2018.0,7.0,41.0,0.866,hadl
2018.0,7.0,42.0,0.889,hadl
2018.0,7.0,43.0,0.788,hadl
2018.0,7.0,44.0,0.499,hadl
2018.0,7.0,45.0,0.526,hadl
2018.0,7.0,46.0,0.435,hadl
2018.0,7.0,47.0,0.36,hadl
2018.0,8.0,31.0,0.391,hadl
2018.0,8.0,32.0,0.396,hadl
2018.0,8.0,33.0,0.434,hadl
2018.0,8.0,34.0,0.602,hadl
2018.0,8.0,35.0,1.159,hadl
2018.0,8.0,36.0,0.864,hadl
2018.0,8.0,37.0,0.717,hadl
2018.0,8.0,38.0,0.922,hadl
2018.0,8.0,39.0,1.331,hadl
2018.0,8.0,40.0,1.075,hadl
2018.0,8.0,41.0,0.819,hadl
2018.0,8.0,42.0,0.866,hadl
2018.0,8.0,43.0,0.526,hadl
2018.0,8.0,44.0,0.314,hadl
2018.0,8.0,45.0,0.35,hadl
2018.0,8.0,46.0,0.21,hadl
2018.0,8.0,47.0,0.231,hadl
2018.0,9.0,31.0,0.321,hadl
2018.0,9.0,32.0,0.321,hadl
2018.0,9.0,33.0,0.418,hadl
2018.0,9.0,34.0,0.375,hadl
2018.0,9.0,35.0,0.798,hadl
2018.0,9.0,36.0,0.544,hadl
2018.0,9.0,37.0,0.466,hadl
2018.0,9.0,38.0,0.658,hadl
2018.0,9.0,39.0,1.139,hadl
2018.0,9.0,40.0,1.021,hadl
2018.0,9.0,41.0,0.971,hadl
2018.0,9.0,42.0,1.021,hadl
2018.0,9.0,43.0,1.062,hadl
2018.0,9.0,44.0,0.769,hadl
2018.0,9.0,45.0,0.791,hadl
2018.0,9.0,46.0,0.561,hadl
2018.0,9.0,47.0,0.419,hadl
2018.0,10.0,31.0,0.225,hadl
2018.0,10.0,32.0,0.124,hadl
2018.0,10.0,33.0,0.227,hadl
2018.0,10.0,34.0,0.238,hadl
2018.0,10.0,35.0,0.631,hadl
2018.0,10.0,36.0,0.442,hadl
2018.0,10.0,37.0,0.369,hadl
2018.0,10.0,38.0,0.483,hadl
2018.0,10.0,39.0,0.79,hadl
2018.0,10.0,40.0,0.786,hadl
2018.0,10.0,41.0,0.578,hadl
2018.0,10.0,42.0,0.513,hadl
2018.0,10.0,43.0,0.438,hadl
2018.0,10.0,44.0,0.336,hadl
2018.0,10.0,45.0,0.274,hadl
2018.0,10.0,46.0,0.19,hadl
2018.0,10.0,47.0,0.269,hadl
2018.0,11.0,31.0,0.335,hadl
2018.0,11.0,32.0,0.35,hadl
2018.0,11.0,33.0,0.679,hadl
2018.0,11.0,34.0,0.529,hadl
2018.0,11.0,35.0,0.953,hadl
2018.0,11.0,36.0,0.683,hadl
2018.0,11.0,37.0,0.647,hadl
2018.0,11.0,38.0,0.604,hadl
2018.0,11.0,39.0,0.709,hadl
2018.0,11.0,40.0,0.462,hadl
2018.0,11.0,41.0,0.241,hadl
2018.0,11.0,42.0,0.114,hadl
2018.0,11.0,43.0,-0.028,hadl
2018.0,11.0,44.0,-0.165,hadl
2018.0,11.0,45.0,-0.083,hadl
2018.0,11.0,46.0,-0.206,hadl
2018.0,11.0,47.0,-0.159,hadl
2018.0,12.0,31.0,0.167,hadl
2018.0,12.0,32.0,0.371,hadl
2018.0,12.0,33.0,0.434,hadl
2018.0,12.0,34.0,0.34,hadl
2018.0,12.0,35.0,0.618,hadl
2018.0,12.0,36.0,0.344,hadl
2018.0,12.0,37.0,0.322,hadl
2018.0,12.0,38.0,0.3,hadl
2018.0,12.0,39.0,0.392,hadl
2018.0,12.0,40.0,0.168,hadl
2018.0,12.0,41.0,0.094,hadl
2018.0,12.0,42.0,0.136,hadl
2018.0,12.0,43.0,-0.105,hadl
2018.0,12.0,44.0,-0.279,hadl
2018.0,12.0,45.0,-0.169,hadl
2018.0,12.0,46.0,-0.031,hadl
2018.0,12.0,47.0,-0.202,hadl
2019.0,1.0,31.0,0.03,hadl
2019.0,1.0,32.0,0.003,hadl
2019.0,1.0,33.0,0.114,hadl
2019.0,1.0,34.0,0.138,hadl
2019.0,1.0,35.0,0.489,hadl
2019.0,1.0,36.0,0.236,hadl
2019.0,1.0,37.0,0.222,hadl
2019.0,1.0,38.0,0.234,hadl
2019.0,1.0,39.0,0.572,hadl
2019.0,1.0,40.0,0.294,hadl
2019.0,1.0,41.0,0.527,hadl
2019.0,1.0,42.0,0.456,hadl
2019.0,1.0,43.0,0.847,hadl
2019.0,1.0,44.0,0.029,hadl
2019.0,1.0,45.0,0.444,hadl
2019.0,1.0,46.0,0.125,hadl
2019.0,1.0,47.0,0.071,hadl
2019.0,2.0,31.0,-0.032,hadl
2019.0,2.0,32.0,-0.027,hadl
2019.0,2.0,33.0,0.151,hadl
2019.0,2.0,34.0,0.081,hadl
2019.0,2.0,35.0,0.566,hadl
2019.0,2.0,36.0,0.044,hadl
2019.0,2.0,37.0,0.179,hadl
2019.0,2.0,38.0,0.083,hadl
2019.0,2.0,39.0,0.441,hadl
2019.0,2.0,40.0,0.095,hadl
2019.0,2.0,41.0,-0.197,hadl
2019.0,2.0,42.0,-0.442,hadl
2019.0,2.0,43.0,0.26,hadl
2019.0,2.0,44.0,-0.08,hadl
2019.0,2.0,45.0,0.044,hadl
2019.0,2.0,46.0,-0.07,hadl
2019.0,2.0,47.0,-0.101,hadl
2019.0,3.0,31.0,0.153,hadl
2019.0,3.0,32.0,0.215,hadl
2019.0,3.0,33.0,0.414,hadl
2019.0,3.0,34.0,0.437,hadl
2019.0,3.0,35.0,0.94,hadl
2019.0,3.0,36.0,0.3,hadl
2019.0,3.0,37.0,0.275,hadl
2019.0,3.0,38.0,0.165,hadl
2019.0,3.0,39.0,0.551,hadl
2019.0,3.0,40.0,0.142,hadl
2019.0,3.0,41.0,-0.271,hadl
2019.0,3.0,42.0,-0.522,hadl
2019.0,3.0,43.0,-0.354,hadl
2019.0,3.0,44.0,0.029,hadl
2019.0,3.0,45.0,-0.423,hadl
2019.0,3.0,46.0,-0.118,hadl
2019.0,3.0,47.0,-0.16,hadl
2019.0,4.0,31.0,0.63,hadl
2019.0,4.0,32.0,0.432,hadl
2019.0,4.0,33.0,0.548,hadl
2019.0,4.0,34.0,0.829,hadl
2019.0,4.0,35.0,1.593,hadl
2019.0,4.0,36.0,1.204,hadl
2019.0,4.0,37.0,1.155,hadl
2019.0,4.0,38.0,0.995,hadl
2019.0,4.0,39.0,1.227,hadl
2019.0,4.0,40.0,0.779,hadl
2019.0,4.0,41.0,0.404,hadl
2019.0,4.0,42.0,0.165,hadl
2019.0,4.0,43.0,-0.138,hadl
2019.0,4.0,44.0,-0.52,hadl
2019.0,4.0,45.0,-0.579,hadl
2019.0,4.0,46.0,-0.343,hadl
2019.0,4.0,47.0,-0.259,hadl
2019.0,5.0,31.0,0.529,hadl
2019.0,5.0,32.0,0.42,hadl
2019.0,5.0,33.0,0.635,hadl
2019.0,5.0,34.0,0.881,hadl
2019.0,5.0,35.0,1.501,hadl
2019.0,5.0,36.0,1.061,hadl
2019.0,5.0,37.0,1.228,hadl
2019.0,5.0,38.0,1.199,hadl
2019.0,5.0,39.0,1.421,hadl
2019.0,5.0,40.0,1.136,hadl
2019.0,5.0,41.0,0.849,hadl
2019.0,5.0,42.0,0.701,hadl
2019.0,5.0,43.0,0.71,hadl
2019.0,5.0,44.0,-0.049,hadl
2019.0,5.0,45.0,0.065,hadl
2019.0,5.0,46.0,0.059,hadl
2019.0,5.0,47.0,-0.011,hadl
2019.0,6.0,31.0,0.471,hadl
2019.0,6.0,32.0,0.382,hadl
2019.0,6.0,33.0,0.357,hadl
2019.0,6.0,34.0,0.578,hadl
2019.0,6.0,35.0,1.25,hadl
2019.0,6.0,36.0,0.82,hadl
2019.0,6.0,37.0,0.749,hadl
2019.0,6.0,38.0,1.125,hadl
2019.0,6.0,39.0,1.505,hadl
2019.0,6.0,40.0,1.04,hadl
2019.0,6.0,41.0,0.839,hadl
2019.0,6.0,42.0,0.963,hadl
2019.0,6.0,43.0,0.683,hadl
2019.0,6.0,44.0,0.165,hadl
2019.0,6.0,45.0,0.359,hadl
2019.0,6.0,46.0,0.187,hadl
2019.0,6.0,47.0,0.136,hadl
2019.0,7.0,31.0,0.231,hadl
2019.0,7.0,32.0,0.241,hadl
2019.0,7.0,33.0,0.279,hadl
2019.0,7.0,34.0,0.436,hadl
2019.0,7.0,35.0,0.972,hadl
2019.0,7.0,36.0,0.7,hadl
2019.0,7.0,37.0,0.598,hadl
2019.0,7.0,38.0,0.85,hadl
2019.0,7.0,39.0,1.302,hadl
2019.0,7.0,40.0,1.335,hadl
2019.0,7.0,41.0,0.974,hadl
2019.0,7.0,42.0,1.081,hadl
2019.0,7.0,43.0,0.855,hadl
2019.0,7.0,44.0,0.466,hadl
2019.0,7.0,45.0,0.456,hadl
2019.0,7.0,46.0,0.371,hadl
2019.0,7.0,47.0,0.249,hadl
2019.0,8.0,31.0,0.47,hadl
2019.0,8.0,32.0,0.477,hadl
2019.0,8.0,33.0,0.529,hadl
2019.0,8.0,34.0,0.755,hadl
2019.0,8.0,35.0,1.543,hadl
2019.0,8.0,36.0,0.996,hadl
2019.0,8.0,37.0,0.817,hadl
2019.0,8.0,38.0,0.963,hadl
2019.0,8.0,39.0,1.425,hadl
2019.0,8.0,40.0,1.306,hadl
2019.0,8.0,41.0,1.132,hadl
2019.0,8.0,42.0,1.049,hadl
2019.0,8.0,43.0,0.628,hadl
2019.0,8.0,44.0,0.236,hadl
2019.0,8.0,45.0,0.198,hadl
2019.0,8.0,46.0,0.225,hadl
2019.0,8.0,47.0,0.126,hadl
2019.0,9.0,31.0,0.381,hadl
2019.0,9.0,32.0,0.307,hadl
2019.0,9.0,33.0,0.405,hadl
2019.0,9.0,34.0,0.36,hadl
2019.0,9.0,35.0,0.72,hadl
2019.0,9.0,36.0,0.467,hadl
2019.0,9.0,37.0,0.448,hadl
2019.0,9.0,38.0,0.727,hadl
2019.0,9.0,39.0,1.045,hadl
2019.0,9.0,40.0,0.981,hadl
2019.0,9.0,41.0,0.74,hadl
2019.0,9.0,42.0,0.68,hadl
2019.0,9.0,43.0,0.861,hadl
2019.0,9.0,44.0,0.337,hadl
2019.0,9.0,45.0,0.395,hadl
2019.0,9.0,46.0,0.297,hadl
2019.0,9.0,47.0,0.227,hadl
2019.0,10.0,31.0,0.353,hadl
2019.0,10.0,32.0,0.3,hadl
2019.0,10.0,33.0,0.48,hadl
2019.0,10.0,34.0,0.38,hadl
2019.0,10.0,35.0,0.811,hadl
2019.0,10.0,36.0,0.598,hadl
2019.0,10.0,37.0,0.495,hadl
2019.0,10.0,38.0,0.515,hadl
2019.0,10.0,39.0,0.756,hadl
2019.0,10.0,40.0,0.569,hadl
2019.0,10.0,41.0,0.367,hadl
2019.0,10.0,42.0,0.359,hadl
2019.0,10.0,43.0,0.36,hadl
2019.0,10.0,44.0,0.127,hadl
2019.0,10.0,45.0,0.369,hadl
2019.0,10.0,46.0,0.132,hadl
2019.0,10.0,47.0,0.178,hadl
2019.0,11.0,31.0,0.429,hadl
2019.0,11.0,32.0,0.289,hadl
2019.0,11.0,33.0,0.62,hadl
2019.0,11.0,34.0,0.351,hadl
2019.0,11.0,35.0,0.563,hadl
2019.0,11.0,36.0,0.408,hadl
2019.0,11.0,37.0,0.253,hadl
2019.0,11.0,38.0,0.166,hadl
2019.0,11.0,39.0,0.152,hadl
2019.0,11.0,40.0,0.128,hadl
2019.0,11.0,41.0,-0.502,hadl
2019.0,11.0,42.0,-0.608,hadl
2019.0,11.0,43.0,-0.248,hadl
2019.0,11.0,44.0,-0.5,hadl
2019.0,11.0,45.0,-0.36,hadl
2019.0,11.0,46.0,-0.273,hadl
2019.0,11.0,47.0,-0.25,hadl
2019.0,12.0,31.0,0.235,hadl
2019.0,12.0,32.0,0.136,hadl
2019.0,12.0,33.0,0.491,hadl
2019.0,12.0,34.0,0.103,hadl
2019.0,12.0,35.0,0.153,hadl
2019.0,12.0,36.0,-0.024,hadl
2019.0,12.0,37.0,-0.264,hadl
2019.0,12.0,38.0,-0.175,hadl
2019.0,12.0,39.0,-0.18,hadl
2019.0,12.0,40.0,-0.529,hadl
2019.0,12.0,41.0,-0.589,hadl
2019.0,12.0,42.0,-0.575,hadl
2019.0,12.0,43.0,-0.424,hadl
2019.0,12.0,44.0,-0.443,hadl
2019.0,12.0,45.0,-0.35,hadl
2019.0,12.0,46.0,-0.213,hadl
2019.0,12.0,47.0,-0.377,hadl
2020.0,1.0,31.0,0.304,hadl
2020.0,1.0,32.0,0.262,hadl
2020.0,1.0,33.0,0.436,hadl
2020.0,1.0,34.0,0.431,hadl
2020.0,1.0,35.0,1.08,hadl
2020.0,1.0,36.0,0.976,hadl
